URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url564,https://holycowvegan.net/penne-alla-vodka/,3.8,818,806,0.778,0.419,2019-02-22T09:00:33,2019-02-22T09:00:33,2019-07-03T16:51:52,add - vegan - g - vodka - recipe - tomatoes - penne - pasta - alla - pepper,Vegan Penne alla Vodka Recipe | Holy Cow! Vegan Recipes,"This tasty and elegant dish of Penne alla Vodka is 100 percent vegan, and it is classy and delicious enough for a special family dinner or a party with friends. "
url565,https://holycowvegan.net/penne-rigate-with-creamy-edamame-pesto/,2.5,517,526,11.822,0.567,2008-02-09T18:33:00,2008-02-09T18:33:00,2019-05-10T13:40:03,watercress - add - g - pesto - edamame - hummus - delicious - mg - pasta - cup,Pasta with Edamame Pesto | Holy Cow! Vegan Recipes,"My recipe for Pasta with Edamame Pesto is healthy, easy and delicious. The pesto is creamy and nutty and will appeal to kids and adults alike."
url566,https://holycowvegan.net/peppered-mushroom-potato-stir-fry/,1.4,310,300,11.674,0.115,2008-04-03T03:45:00,2008-04-03T03:45:00,2019-10-22T21:02:24,tbsp - potato - g - potatoes - weeknight - mushroom - stirfry - black - vitamin - mushrooms - mg - stir,Mushroom Potato Stir-Fry - Holy Cow! Vegan Recipes,"A simple, comforting and healthy mushroom potato stir-fry recipe. Ground black pepper adds a special and delicious twist to this dish."
url567,https://holycowvegan.net/peppers-stuffed-with-rice/,2.7,566,563,10.178,2.63,2009-10-01T12:29:00,2009-10-01T12:29:00,2017-04-17T20:55:03,add - tsp - tbsp - potatoes - ones - peppers - recipes - bell - rice - stuffed - stir,Stuffed Bell Peppers - Holy Cow! Vegan Recipes,"A healthy, colorful, delicious recipe for stuffed bell peppers. The tricolor peppers are stuffed with brown rice sauteed with peanuts and spices."
url568,https://holycowvegan.net/perfect-sandwich-bread/,6.1,1269,1294,10.392,0.586,2009-07-15T15:30:00,2009-07-15T15:30:00,2019-05-03T16:52:30,dough - yeast - vegan - holy - rise - flour - recipe - cow - loaf - recipes - sandwich - bread - cup,Perfect Sandwich Bread - Holy Cow! Vegan Bread Recipes,This is the perfect vegan sandwich bread that slices beautifully and makes great toast. The recipe is part whole wheat.
url569,https://holycowvegan.net/perfect-vegan-pizza-with-fingerling-potatoes/,6.1,1291,1290,2.556,0.093,2017-05-14T09:49:47,2017-05-14T09:49:47,2019-10-30T20:43:58,really - dough - parsley - fingerling - vegan - potatoes - pizza - recipe - crust - pesto - oven,Vegan Pizza with Fingerling Potatoes | Holy Cow! Vegan Recipes,"The perfect pizza with fingerling potatoes. Topped with creamy fingerling potatoes, fresh cherry tomatoes and a delicate parsley pesto. Vegan and soy-free."
url570,https://holycowvegan.net/persian-rice-with-saffron-and-asparagus/,4.5,955,954,0.668,0.575,2019-04-03T11:00:40,2019-04-03T11:00:40,2019-05-07T08:09:31,love - add - g - minutes - persian - tofu - saffron - asparagus - rice - mg - cook,Persian Rice with Saffron and Asparagus | Holy Cow! Vegan Recipes,"Persian Rice with Saffron and Asparagus. The rice is golden, delicious, fragrant and infinitely appetizing! Asparagus adds a fresh, seasonal flavor."
url571,https://holycowvegan.net/phirni/,4.3,910,916,5.732,0.995,2014-03-12T08:00:21,2014-03-12T08:00:21,2018-12-05T19:36:24,almond - indian - water - flavor - phirni - milk - almonds - rice - delicious - cook,Phirni | Holy Cow! Vegan Recipes,"A recipe for Phirni or Firni, a delectable dessert straight from the kitchens of India's Muslim community. Rose water and cardamom add delicate flavor."
url572,https://holycowvegan.net/pineapple-cheesecake-popsicles/,3.4,736,726,4.307,2.726,2015-08-14T09:00:48,2015-08-14T09:00:48,2017-03-13T22:05:55,ice - sweet - cream - cheesecake - vegan - pineapple - popsicle - child - popsicles - stick - inside - maple - cup,"Pineapple Cheesecake Popsicles, for the child inside | Holy Cow! Vegan Recipes",These Pineapple Cheesecake Popsicles are creamy and flavored with fresh fruit. They are vegan and gluten-free.
url573,https://holycowvegan.net/pink-lemonade-cookie-bars/,2.9,618,622,4.014,2.2,2015-11-29T08:00:11,2015-11-29T08:00:11,2017-09-21T14:47:57,dough - cookies - pan - tsp - vegan - lemonade - cookie - bars - pink - baking,Pink Lemonade Cookie Bars | Holy Cow! Vegan Recipes,These colorful and festive Pink Lemonade Cookie Bars are perfect to nibble on during the holidays or just about any other time of the year.
url574,https://holycowvegan.net/pink-lentils-with-roasted-mushrooms/,1.0,596,219,6.838,0.915,2013-02-01T14:48:00,2013-02-01T14:48:00,2019-01-03T20:19:58,lentils - valentines - vegan - holy - makes - foods - heart - cow - pink - recipes - great - fiber - mushrooms - prized,Mushroom Dal - Holy Cow! Vegan Recipes,"A simple and delectable mushroom dal, made with pink masoor lentils. This is a gluten-free, vegan recipe."
url575,https://holycowvegan.net/pinto-bean-and-brown-rice-cakes/,3.8,820,807,11.707,0.477,2008-03-22T17:26:00,2008-03-22T17:26:00,2019-06-12T16:53:47,foster - nike - bean - happy - tbsp - brown - beans - carleen - cakes - little - freddie - tummy - rice - pinto - cup,Pinto Bean and Brown Rice Cakes | Holy Cow! Vegan Recipes,No meta description found.
url576,https://holycowvegan.net/pita-packets-broccoli-tofu/,4.5,980,945,4.871,0.923,2015-01-20T08:00:03,2015-01-20T08:00:03,2018-12-31T09:53:10,broccoli - pita - dough - tsp - add - stand - let - minutes - tofu - packets,Pita Packets With Broccoli and Tofu - Holy Cow!,"Delicious Pita Packets with a stuffing of broccoli, tofu, and sauteed greens. This recipe will appeal to health nuts and kids alike."
url577,https://holycowvegan.net/pizza-topped-with-tandoori-tofu/,1.7,288,365,10.778,2.63,2009-02-24T22:02:00,2009-02-24T22:02:00,2017-04-17T21:24:55,indian - marinade - pizza - vegan - tandoori - recipe - little - marinated - tofu - cheese - heres,Vegan Tandoori Tofu Pizza | Holy Cow! Vegan Recipes,"A recipe for a fun, fusion vegan Tandoori Tofu Pizza. Slices of grilled tofu in a tandoori marinade are laid atop a crispy, crackly pizza crust."
url578,https://holycowvegan.net/plate-of-south-indian-comfort-sambar/,4.9,985,1034,11.137,0.926,2008-10-16T02:47:00,2008-10-16T02:47:00,2018-12-30T18:18:56,tsp - tbsp - sambar - potato - potatoes - curry - dal - pumpkin - recipes - rice - water - mins - rasam,"Sambar, Rasam, Potato Curry Recipes | Gluten-Free | South Indian","Recipes for a delicious and simple Tamil feast: Pumpkin Sambar, Cumin and Pepper Rasam, and a crispy Potato Curry."
url579,https://holycowvegan.net/pongalo-pongal/,4.2,872,883,8.89,3.978,2011-01-14T15:06:00,2011-01-14T15:06:00,2015-12-12T20:56:12,add - tsp - tbsp - water - vegan - tamil - coconut - holy - vegetables - cow - recipes - pongal - ghee - stir - cup,Venn Pongal | Chakkarai Pongal | Avial | Holy Cow! Tamil Vegan Recipes,"Recipes for delicious vegan versions of Venn Pongal, Avial, and Chakkarai Pongal to celebrate the Tamil harvest festival."
url580,https://holycowvegan.net/poori-bhaji/,5.3,1145,1117,8.91,0.836,2011-01-07T19:21:00,2011-01-07T19:21:00,2019-02-01T16:23:09,bhaji - poori - tbsp - potato - potatoes - oil - seeds - recipes - delicious - arch,Poori Bhaji | Holy Cow! Vegan Recipes,"A recipe for poori bhaji, the quintessential Mumbai snack. A delicious potato side flavored with green chillies and cumin is served alongside puffy breads."
url581,https://holycowvegan.net/pooris-vegan-cooking-class/,4.9,109,1030,10.208,3.055,2009-09-20T01:52:00,2009-09-20T01:52:00,2016-11-13T17:29:12,indian - puffy - dough - poori - roll - flour - oil - frying - pooris - puri - rolling - water - bread,"Poori or Puri, a Puffy Indian Bread | Holy Cow! Vegan Recipes","Step by step instructions for making poori or puri, a puffy Indian bread made of whole wheat that's delicious to scoop up curries and sabzis."
url582,https://holycowvegan.net/potato-and-bean-cakes-tortitas-de/,4.1,891,874,0.592,0.175,2019-05-01T10:07:00,2019-05-01T10:07:00,2019-09-30T14:50:47,bean - potato - sauce - mexican - g - cakes - oil - serve - tomato - patties - skillet,Mexican Potato and Bean Cakes with Tomato Sauce | Holy Cow! Vegan Recipes,"Serve these crispy Mexican Potato and Bean Cakes with a fresh tomato and onion sauce for maximum deliciousness. Vegan, gluten-free, soy-free and nut-free."
url583,https://holycowvegan.net/potato-fries-guilt-free/,3.5,749,743,8.2,2.63,2011-09-23T17:09:00,2011-09-23T17:09:00,2017-04-17T18:07:03,guiltfree - hes - french - good - potato - potatoes - little - recipes - fries - think - oven - eat,"French Fries, Guilt-Free | Holy Cow! Vegan Recipes","Delicious, golden, crunchy and healthy baked french fries. Once you try these, you will never go back to the fried version."
url584,https://holycowvegan.net/precious-pubm/,3.4,738,716,11.959,0.167,2007-12-21T15:37:00,2007-12-21T15:37:00,2019-10-03T17:14:04,slowly - cats - opie - learned - dogs - dog - cat - pubm - pie - precious - shelter,Precious Pubm | Holy Cow! Vegan Recipes,No meta description found.
url585,https://holycowvegan.net/pressure-cooker-pasta-chard-sundried-tomato-pesto/,3.7,800,787,3.644,0.937,2016-04-12T08:00:45,2016-04-12T08:00:45,2018-12-26T16:30:16,sundried - pressure - chard - swiss - cooker - vegan - holy - recipe - cow - pesto - recipes - pasta - garlic - cup,Pressure Cooker Pasta | Holy Cow! Vegan Recipes,Pressure Cooker Pasta with Swiss Chard and Sundried Tomatoes. You can speed up this timesaving recipe by making your pesto ahead of time and freezing it.
url586,https://holycowvegan.net/pressure-cooker-vegetable-biryani/,4.1,864,862,3.778,0.937,2016-02-23T08:00:23,2016-02-23T08:00:23,2018-12-26T16:39:52,pressure - mix - vegetable - cooker - minutes - stovetop - onions - veggies - biryani - salt - cook,Pressure Cooker Vegetable Biryani | Holy Cow! Vegan Recipes,"A flavorful, easy and quick Pressure Cooker Vegetable Biryani that gets done in minutes, and is as luscious and indulgent as a longer-cooked version."
url587,https://holycowvegan.net/privacy-policy/,6.8,1372,1431,4.773,1.515,2015-02-25T20:27:29,2015-02-25T20:27:29,2018-05-29T17:54:11,privacy - cookies - personal - information - profile - data - policy - user - email - website - google,Privacy Policy | Holy Cow! Vegan Recipes,No meta description found.
url588,https://holycowvegan.net/pumpkin-biryani/,0.8,715,175,4.038,0.995,2015-11-20T08:00:04,2015-11-20T08:00:04,2018-12-05T20:17:36,vegetable - vegan - used - holy - recipe - pumpkin - cinnamon - cow - recipes - nutmeg - usually - whos - biryani - spices,Pumpkin Biryani - Holy Cow! Vegan Recipes,"A delicately spiced, sumptuous Pumpkin Biryani topped with candied cranberries and pumpkin seeds that will be a hit at your Thanksgiving table."
url589,https://holycowvegan.net/pumpkin-brown-rice-pudding/,3.7,798,786,6.041,0.915,2013-11-19T13:50:51,2013-11-19T13:50:51,2019-01-03T19:29:53,pudding - almond - sugar - brown - vegan - little - pumpkin - milk - rice - delicious - cup,Vegan Pumpkin Brown Rice Pudding | Gluten-Free | Holy Cow! Vegan Recipes,"This vegan pumpkin brown rice pudding is packed with stuff that's good for you, like brown rice and pumpkin, of course, and almond milk and molasses."
url590,https://holycowvegan.net/pumpkin-bundt-cake/,5.2,1078,1109,6.027,0.2,2013-11-24T08:00:38,2013-11-24T08:00:38,2019-09-21T16:43:23,tsp - ground - vegan - g - wholewheat - pumpkin - milk - bundt - chaispiced - cake - spices,Vegan Chai-Spiced Pumpkin Bundt Cake - Holy Cow! Vegan Recipes,A vegan recipe for a skinny and part whole-wheat chai-spiced pumpkin bundt cake that's perfect for Thanksgiving-- or any time of the year.
url591,https://holycowvegan.net/pumpkin-cheesecake-cupcakes/,6.6,1388,1393,5.134,2.337,2014-10-16T08:00:40,2014-10-16T08:00:40,2017-08-02T17:47:31,chhaya - tsp - good - cheesecake - vegan - pumpkin - cupcakes - night - woman - ghost,Pumpkin Cheesecake Cupcakes - Holy Cow! Vegan Recipes,"A vegan recipe for delicious, light Pumpkin Cheesecake Cupcakes. All of your Halloween visitors will be thanking you for the treat."
url592,https://holycowvegan.net/pumpkin-chocolate-brownies-whole-wheat/,4.1,874,877,6.118,0.929,2013-10-22T12:00:00,2013-10-22T12:00:00,2018-12-29T20:31:08,batter - tsp - vegan - wheat - brownies - smooth - pumpkin - halloween - chocolate - mix - cup,"Vegan Pumpkin Chocolate Brownies, Whole Wheat | Holy Cow! Vegan Recipes","What's better than pumpkin and chocolate rolled together in these delicious vegan pumpkin chocolate brownies, with walnuts, cinnamon, and nutmeg."
url593,https://holycowvegan.net/pumpkin-garlic-knots/,4.3,906,914,4.115,0.011,2015-10-23T08:00:34,2015-10-23T08:00:34,2019-11-29T21:30:50,dough - g - wheat - olive - oil - pumpkin - mg - place - knots - garlic - eat,Whole Wheat Pumpkin Garlic Knots | Holy Cow! Vegan Recipes,Pillowy Pumpkin Garlic Knots slathered with a fragrant garlic olive oil. These are low-fat and wholegrain.
url594,https://holycowvegan.net/pumpkin-pie-with-butternut-squash/,4.7,1005,997,7.038,0.882,2012-11-20T00:04:00,2012-11-20T00:04:00,2019-01-15T21:35:59,tsp - butternut - vegan - recipe - flour - pumpkin - crust - pie - squash - oven,Vegan Pumpkin Pie Recipe - Holy Cow! Vegan Recipes,"A sumptuous recipe for a delicious vegan Pumpkin Pie made with golden roasted butternut squash cubes,"
url595,https://holycowvegan.net/pumpkin-pie/,3.6,752,758,10.0,0.063,2009-12-05T21:47:00,2009-12-05T21:47:00,2019-11-10T18:34:59,tsp - tbsp - vegan - g - pumpkin - crust - pie - rice - oven - filling,Pumpkin Pie | Holy Cow! Vegan Recipes,"A delectable vegan Pumpkin Pie recipe with the warm fragrance of cinnamon, cardamom and cloves."
url596,https://holycowvegan.net/punjabi-samosa-recipe/,7.2,1480,1525,3.082,0.011,2016-11-03T12:01:21,2016-11-03T12:01:21,2019-11-29T17:55:17,dough - tsp - peas - vegan - holy - oil - cow - recipes - traditional - samosas - samosa - wrappers - punjabi - filling,Punjabi Samosa Recipe - Holy Cow! Vegan Recipes,"A traditional Indian Punjabi Samosa with a crispy, flaky wrapper spiced with ajwain seeds, and a delicious stuffing of potatoes and peas."
url597,https://holycowvegan.net/puran-poli-for-chalks-and-chopsticks/,12.6,2640,2673,9.296,0.841,2010-08-19T02:52:00,2010-08-19T02:52:00,2019-01-30T19:52:40,ashish - banyan - puran - polis - little - stamps - ghost - water - tank - poli,Puran Poli - Holy Cow!,"A recipe for Puran Poli, a classic Maharashtrian sweet typically eaten at festivals like Holi. Dunk in some almond milk for an extra-special treat."
url598,https://holycowvegan.net/quick-ciabatta/,1.1,818,226,8.099,0.534,2011-10-30T18:48:00,2011-10-30T18:48:00,2019-05-22T14:50:26,youre - work - ahead - quick - rise - wet - favorite - planning - ciabatta - hours - bread,Quick Ciabatta | Holy Cow!,A foolproof recipe for a quick and easy ciabatta bread with short rise times. This Italian bread has the perfect hole structure and a beautiful texture.
url599,https://holycowvegan.net/quick-masala-dosa/,4.8,1013,1026,5.608,0.096,2014-04-26T08:00:54,2014-04-26T08:00:54,2019-10-29T20:38:39,potato - potatoes - masala - g - dosas - dosa - quick - recipe - peppers - mg,Quick Masala Dosa | Holy Cow! Vegan Recipes,"This recipe for an instant Masala Dosa works surprisingly well, without any soaking or blending. Serve with a tasty stuffing of potatoes and bell peppers."
url600,https://holycowvegan.net/quick-veg-fried-rice-indian-style/,4.7,1024,1004,4.323,0.222,2015-08-08T09:00:08,2015-08-08T09:00:08,2019-09-13T16:03:52,tsp - vegetable - 15 - g - opie - dish - green - minutes - veggies - scratch - rice - fried - mg - indianstyle - cook,Indian-Style Vegetable Fried Rice From Scratch in 15 Minutes | Holy Cow! Vegan Recipes,A quick recipe for an Indian-style vegetable fried rice recipe made with healty vegetables and basmati rice. Vegan and gluten-free.
url601,https://holycowvegan.net/quinoa-and-bean-burger-great-to-grill/,5.5,1115,1164,6.515,0.614,2013-05-30T00:44:00,2013-05-30T00:44:00,2019-04-23T20:08:45,bean - tsp - veggie - burger - vegan - holy - cow - heat - recipes - quinoa - patties - beans - cook,Quinoa and Bean Burger | Holy Cow! Vegan Recipes,"A smoky, made for the grill, quinoa and bean burger with kale and garlic. Gluten-free, soy-free, nut-free, vegan veggie burger."
url602,https://holycowvegan.net/quinoa-biryani-with-kala-chana/,1.5,243,321,6.553,0.995,2013-05-16T12:00:00,2013-05-16T12:00:00,2018-12-05T20:18:01,flavor - texture - vegan - meat - substitute - chana - kala - quinoa - chickpea - biryani,Vegan Quinoa Biryani - Holy Cow! Vegan Recipes,A recipe for a gluten-free and vegan Quinoa Biryani. Chickpeas add a wallop of protein and stand in as a better-than-meat substitute in this sumptuous dish.
url603,https://holycowvegan.net/quinoa-crepes-with-cilantro-hummus/,3.7,788,791,6.458,2.488,2013-06-20T12:00:00,2013-06-20T12:00:00,2017-06-08T18:57:20,food - batter - water - cook - cilantro - crepes - dosa - crepe - hummus - quinoa - rice - cup,Quinoa Crepes with Cilantro Hummus | Holy Cow! Vegan Recipes,These quinoa crepes are light and healthy and they pair perfectly with the cilantro hummus. This is a protein-rich meal inspired by the Indian dosa-chutney.
url604,https://holycowvegan.net/quinoa-lentil-salad/,4.6,967,976,5.405,1.586,2014-07-09T08:00:22,2014-07-09T08:00:22,2018-05-03T22:03:56,lentils - tsp - sweet - carrots - vegan - potatoes - cook - minutes - quinoa - water - salad - lentil,Vegan Quinoa Lentil Salad - Holy Cow! Vegan Recipes,This smoky vegan Quinoa Lentil Salad is packed with more than 16 grams of healthy protein and fiber. You'll be running back for guilt-free seconds.
url605,https://holycowvegan.net/quinoa-with-caramelized-onions-and/,3.3,709,698,8.619,2.573,2011-04-23T15:44:00,2011-04-23T15:44:00,2017-05-08T22:11:54,add - vegan - green - cups - caramelized - onions - peppers - quinoa - water - turn - salad - cook,Vegan Quinoa Salad With Caramelized Onions and Green Peppers | Holy Cow! Vegan Recipes,"A recipe for a fresh, fluffy vegan Quinoa Salad tossed with caramelized onions and green bell peppers and dressed lightly with chili sauce and olive oil."
