URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url679,https://www.mygingergarlickitchen.com/no-machine-cafe-mocha/,7.9,2539,1667,0.2,0.2,2023-11-16T04:27:51,2023-11-16T04:27:51,2023-11-16T04:27:51,machine - chocolate - cafe - powder - cocoa - heat - recipe - add - milk - coffee - mocha,No Machine Cafe Mocha,"This rich, full-bodied, bittersweet cafe mocha is a classic coffee drink that will comfortably please your coffee and chocolate cravings simultaneously."
url680,https://www.mygingergarlickitchen.com/non-alcoholic-ginger-mimosa-a-perfect-summer-mocktail/,4.4,1158,925,0.219,0.219,2023-11-09T06:54:00,2023-11-09T06:54:00,2023-11-09T06:54:00,mocktail - perfect - summer - mimosa - ginger - drinks - virgin - drink - orange - juice - dinner - nonalcoholic,Non-Alcoholic Ginger Mimosa – A Perfect Summer Mocktail,Non-Alcoholic Ginger Mimosa or Virgin Mimosa is a delish Summer Mocktail. A simple combination of orange juice and ginger ale would tantalize your tastebuds.
url681,https://www.mygingergarlickitchen.com/nutella-mousse/,5.3,1616,1133,0.2,0.2,2023-11-16T01:06:01,2023-11-16T01:06:01,2023-11-16T01:06:01,minutes - chocolate - mousse - nutella - 3ingredient - cream - recipe - ingredients - whipped - dessert - coffee,Rich and Easy 3-Ingredient Nutella Mousse + Video (Egg-Free),An Easy and delicious Nutella Mousse made with 3 ingredients. Nutella combined with whipped cream and coffee makes this a quick treat.
url682,https://www.mygingergarlickitchen.com/oatmeal-peanut-butter-chocolate-cookies-video-recipe/,4.5,1326,964,0.211,0.211,2023-11-12T02:13:13,2023-11-12T02:13:13,2023-11-12T02:13:13,oatmeal - chocolate - video - warm - today - oats - butter - recipe - cookies - baking - little - peanut,Oatmeal Peanut Butter Chocolate Cookies (Video Recipe),"These Cookies are filled with chocolate chunks, which have oats, peanut butter, and Nutella. A little gooey and when they are warm, and crisp when cooled."
url683,https://www.mygingergarlickitchen.com/oats-orange-eggless-muffins-3-ways-video-recipe/,6.3,1807,1340,0.23,0.23,2023-11-05T16:10:36,2023-11-05T16:10:36,2023-11-05T16:10:36,muffin - chocolate - video - breakfast - ways - shaped - heart - orange - muffins - batter - eggless - oats,Oats Orange Eggless Muffins 3 Ways (Video),"Oats Orange Eggless Muffins are moist and delicious with a distinct orange flavour. They are perfect breakfast, brunch or even evening or late night snack."
url684,https://www.mygingergarlickitchen.com/oliya-fruity-rice-yogurt-pudding/,6.5,1703,1382,0.216,0.216,2023-11-10T18:20:24,2023-11-10T18:20:24,2023-11-10T18:20:24,fruity - rose - oliya - rajasthani - yogurt - recipe - pudding - water - fruits - dessert - sweet - rice,Rajasthani Sweet Oliya Recipe – Fruity Rice Yogurt Pudding,"Rajasthani sweet oliya or fruity rice yogurt pudding is perfect cooling dessert. It is made during festivals of holi, and sheetla saptami or basoda."
url685,https://www.mygingergarlickitchen.com/one-pan-thai-yellow-curry-mac-video/,3.6,1072,766,0.236,0.236,2023-11-03T19:16:09,2023-11-03T19:16:09,2023-11-03T19:16:09,curry - spring - paste - thai - food - yellow - add - macaroni - pan - meal,One Pan Thai Yellow Curry Macaroni,"One Pan Thai Yellow Curry Macaroni is no-stress, no-mess recipes for any weeknight. A perfect flavorful meal which is fuss-free for midweek entertaining."
url686,https://www.mygingergarlickitchen.com/onion-tomato-raita/,5.8,1771,1225,0.252,0.252,2023-10-28T00:47:05,2023-10-28T00:47:05,2023-10-28T00:47:05,chopped - powder - tomato - yogurt - onion - leaves - raita - add - chili - green,Onion Tomato Raita Recipe + Video | How to Make Onion Tomato Raita,"Onion Tomato Raita is a quick, delicious, easy and one of the most popular Indian accompaniments prepared with yogurt, onion, tomato, and some spices."
url687,https://www.mygingergarlickitchen.com/orange-gift-nature-stock-photo/,0.3,58,66,0.14,0.14,2023-12-08T17:16:39,2023-12-08T17:16:39,2023-12-08T17:16:39,wild - stylingangle - sunlight - stock - gift - left - used - orange - nikon - stylingphotography - nature,"Orange, The Gift Of Nature [Stock Photo]","Orange, The Gift Of Nature [Stock Photo]"
url688,https://www.mygingergarlickitchen.com/orange-lassi-orange-yogurt-smoothie/,1.4,523,307,0.236,0.236,2023-11-03T21:00:56,2023-11-03T21:00:56,2023-11-03T21:00:56,served - yogurt - summer - yogurtbased - recipe - drink - orange - indian - lassi - sweet - smoothie,Orange Lassi - Orange Yogurt Smoothie,This revitalizing Orange Lassi is a popular Indian sweet yogurt drink made with yogurt and oranges. Serve as a perfect summer drink or an aftermeal dessert.
url689,https://www.mygingergarlickitchen.com/orange-prune-loaf-recipe/,1.4,694,303,0.214,0.214,2023-11-11T03:04:18,2023-11-11T03:04:18,2023-11-11T03:04:18,sweet - loaf - prune - degrees - love - orange - baking - bread - pan - zest,Orange Prune Loaf Recipe (Easy to Make) - Orange Prune Bread Recipe,"This quick, easy and delicious Orange Prune Loaf is an orange flavored sweet bread. Just bake it for your family and they will really love its flavours."
url690,https://www.mygingergarlickitchen.com/orange-salad/,11.1,2889,2361,0.178,0.178,2023-11-24T07:11:50,2023-11-24T07:11:50,2023-11-24T07:11:50,greens - dressing - vinaigrette - using - recipe - orange - fruits - add - salad - oranges,Orange Salad - (Step-By-Step + Video Recipe),"Orange Salad with avocado, walnuts, raising, and a citrus vinaigrette is a simple yet scrumptious salad brimming with orange flavors."
url691,https://www.mygingergarlickitchen.com/orange-smoothie/,5.1,1627,1074,0.186,0.186,2023-11-21T18:26:35,2023-11-21T18:26:35,2023-11-21T18:26:35,fresh - immunity - orange - vitamin - boosting - add - juice - super - thick - smoothie,Immunity Boosting Orange Smoothie,"Immunity Boosting Orange Smoothie is a super delicious, healthy, and nourishing smoothie. It is a tasty way to charge your body with fresh fruits, and veggies."
url692,https://www.mygingergarlickitchen.com/orange-trail-simple-cool/,0.2,12,41,0.205,0.205,2023-11-14T00:21:57,2023-11-14T00:21:57,2023-11-14T00:21:57,share - cool - welcome - trail - stock - food - tips - styling - thats - recipes - ya - tosread - orange - thinking - simple,Orange trail because simple is cool. [Stock Photo],Orange trail because simple is cool. [Stock Photo]
url693,https://www.mygingergarlickitchen.com/oreo-milkshake/,9.4,2432,1990,0.225,0.225,2023-11-07T03:27:29,2023-11-07T03:27:29,2023-11-07T03:27:29,vanilla - chocolate - oreo - ice - cream - milkshake - cookies - add - frozen - milk,Oreo Milkshake - (Step-By-Step + Video Recipe),This easy and irresistible Oreo Milkshake that many crave. It needs only 4 ingredients and 2 minutes to relish a creamy Oreo milkshake.
url694,https://www.mygingergarlickitchen.com/oreo-mug-cake/,6.5,2000,1375,0.252,0.252,2023-10-28T17:01:11,2023-10-28T17:01:11,2023-10-28T17:01:11,minutes - chocolate - cakes - oreo - cream - recipe - cookies - mug - white - cake,Easy Oreo Mug Cake Recipe + Video (Microwave & Oven Recipe),"These 2 minutes chocolatey, fluffy, and sweet oreo mug cakes are bursting with chocolate flavors, great textures, and warm deliciousness."
url695,https://www.mygingergarlickitchen.com/oreo-truffles/,10.3,2876,2175,0.205,0.205,2023-11-14T02:32:43,2023-11-14T02:32:43,2023-11-14T02:32:43,melted - chocolate - truffles - cheese - oreo - cream - recipe - cookies - easy - add - balls,Easy Oreo Truffles Recipe - Oreo Balls (3 Ingredient - No Bake),"Oreo Balls - Oreo Truffles are an easy and unbelievably delicious, no-bake dessert made with 3 ingredients Oreos, Cream Cheese, and Chocolate."
url696,https://www.mygingergarlickitchen.com/pages/,0.2,2,41,0,0,None,Not found = first published time,Not found = last updated time,share - welcome - food - tips - styling - thats - website - ya - tosread - recipes - pages - thinking,Website Pages | My Ginger Garlic Kitchen,All website pages for My Ginger Garlic Kitchen.
url697,https://www.mygingergarlickitchen.com/pakora-chaat/,7.1,1955,1498,0.216,0.216,2023-11-10T01:40:27,2023-11-10T01:40:27,2023-11-10T01:40:27,video - boiled - pakora - yogurt - snack - used - recipe - pakoras - stepbystep - leftover - chaat - chutney - picture,Leftover Pakora Chaat (Step-By-Step Picture + Video Recipe),"This Leftover Pakora Chaat is a crispy, crunchy, tangy, and mildly spicy tea time snack prepared with leftover pakoras as the base."
url698,https://www.mygingergarlickitchen.com/palak-chilla-recipe/,9.5,2633,2009,0.0,0.0,2024-01-28T03:49:31,2024-01-28T03:49:31,2024-01-28T03:49:31,flour - taste - chopped - palak - chilla - recipe - add - spinach - green - chickpea,Palak Chilla Recipe - Spinach Cheela (Video + Step-By-Step),"Palak Chilla or Spinach Cheela, is a very popular, delicious, and nutritious Indian breakfast or snack dish. Vegan and gluten-free."
url699,https://www.mygingergarlickitchen.com/palak-chole/,13.2,3714,2801,0.211,0.211,2023-11-12T04:05:48,2023-11-12T04:05:48,2023-11-12T04:05:48,minutes - curry - cook - palak - recipe - water - add - spinach - chickpeas - chole,Palak Chole - Spinach with Chickpeas (Step-By-Step + Video),"Palak Chole or Chana Palak is a very delicious and nutritious Indian curry prepared with spinach (palak), chickpeas (chana), and some spices."
url700,https://www.mygingergarlickitchen.com/palak-ki-puri-recipe-video-make-palak-poori-spinach-puri/,5.2,1487,1101,0.211,0.211,2023-11-12T05:08:43,2023-11-12T05:08:43,2023-11-12T05:08:43,flour - video - snow - wheat - palak - puri - stepbystep - poori - spinach - ki - oil - bread,Palak (Spinach) Puri Recipe | Palak Poori (Step-by-step Photo + Video),Palak Ki Puri Recipe Video | How To Make Palak Poori | Spinach Puri is a deep fried puffed up Indian bread made with whole wheat flour and spinach puree.
url701,https://www.mygingergarlickitchen.com/palak-paneer-recipe-video/,6.4,2068,1363,0.205,0.205,2023-11-14T15:48:25,2023-11-14T15:48:25,2023-11-14T15:48:25,minutes - cottage - curry - curries - cheese - palak - recipe - gravy - indian - add - water - spinach - paneer,Palak Paneer Recipe | How to Make Palak Paneer | Spinach and Paneer,Palak Paneer is one of the most popular Indian curries cooked with spinach and paneer (Indian cottage cheese). Make best palak paneer with this video recipe.
url702,https://www.mygingergarlickitchen.com/palak-patta-chaat-recipe-spinach-leaf-fritters/,5.6,1635,1188,0.225,0.225,2023-11-07T22:59:56,2023-11-07T22:59:56,2023-11-07T22:59:56,patta - fritters - powder - green - yogurt - leaves - palak - recipe - leaf - chaat - spinach - chutney,Palak Patta Chaat Recipe - Spinach Leaf Fritters,"Palak Patta Chaat is a stunning and delightful appetizer/starter from North India, made with besan coated spinach leaves fritters, yogurt and chutneys."
url703,https://www.mygingergarlickitchen.com/panchmel-dal-panchratan-dal/,8.5,2764,1807,0.214,0.214,2023-11-11T04:47:37,2023-11-11T04:47:37,2023-11-11T04:47:37,mix - ghee - split - dal - rajasthani - recipe - panchratan - panchmel - dals - add - lentils,Panchmel Dal Recipe + Video | Rajasthani Panchratan Dal Recipe,Panchmel Dal or Panchratan Dal or mix lentils stew is a very popular delicacy from Rajasthani cuisine. It goes well as a side dish of Baati.
url704,https://www.mygingergarlickitchen.com/paneer-afghani/,12.5,3490,2644,0.173,0.173,2023-11-26T18:51:26,2023-11-26T18:51:26,2023-11-26T18:51:26,curry - taste - paste - afghani - fresh - texture - gravy - add - green - paneer,Paneer Afghani - (Step-By-Step + Video Recipe),"Paneer Afghani Curry is a rich, classic, and flavorful side dish made with paneer, yogurt, cashews, and a green gravy. Perfect side dish."
url705,https://www.mygingergarlickitchen.com/paneer-jalfrezi/,8.7,2419,1846,0.255,0.255,2023-10-27T03:30:55,2023-10-27T03:30:55,2023-10-27T03:30:55,peppers - tomato - used - recipe - dish - indian - add - jalfrezi - bell - paneer,Paneer Jalfrezi Recipe (How to Make Restaurant Style Paneer Jalfrezi),"Paneer Jalfrezi is a delicious vegetarian stir-fry curry that has a heavenly melange of paneer, onions, and bell peppers in a spicy onion tomato sauce."
url706,https://www.mygingergarlickitchen.com/paneer-khurchan/,11.6,3192,2456,0.142,0.142,2023-12-07T09:38:36,2023-12-07T09:38:36,2023-12-07T09:38:36,minutes - curry - mix - powder - khurchan - recipe - indian - add - pan - paneer,Paneer Khurchan Recipe - How to Make Paneer Khurchan,Paneer khurchan is a very delicious and easy North Indian curry recipe prepared with paneer (Indian cottage cheese). Ready in 30 minutes.
url707,https://www.mygingergarlickitchen.com/paneer-korma/,11.5,3492,2435,0.181,0.181,2023-11-23T06:59:06,2023-11-23T06:59:06,2023-11-23T06:59:06,curry - mix - shahi - korma - yogurt - recipe - seeds - water - add - pan - paneer,Paneer Korma Recipe | Mughlai Shahi Paneer Korma (Recipe + Video),Paneer Korma Or Paneer Kurma is a Mughlai vegetarian curry where paneer is cooked in a creamy onion and nut based gravy. Perfect with naan.
url708,https://www.mygingergarlickitchen.com/paneer-lababdar/,10.8,3036,2287,0.26,0.26,2023-10-25T00:28:16,2023-10-25T00:28:16,2023-10-25T00:28:16,masala - curry - powder - added - lababdar - butter - recipe - gravy - add - oil - paneer,Paneer Lababdar Recipe + Video (Restaurant Style),"Paneer Lababdar recipe is a rich, creamy, and delicious North Indian curry made with paneer (Indian Cottage Cheese) and spicy gravy. Best served with naan."
url709,https://www.mygingergarlickitchen.com/paneer-manchurian/,9.6,2797,2039,0.203,0.203,2023-11-15T15:54:24,2023-11-15T15:54:24,2023-11-15T15:54:24,flour - cubes - mix - taste - sauce - soy - recipe - add - manchurian - paneer,Paneer Manchurian - (Step-By-Step + Video Recipe),"Paneer Manchurian is a spicy, and delightful Indo-Chinese dish which is considered to be one of the   most delicious Indo-Chinese recipes."
url710,https://www.mygingergarlickitchen.com/paneer-pakora/,12.0,3418,2552,0.225,0.225,2023-11-07T20:12:16,2023-11-07T20:12:16,2023-11-07T20:12:16,flour - masala - chutney - powder - pakora - pakoras - oil - hot - batter - paneer,Paneer Pakora - (Step-By-Step + Video Recipe),"Paneer Pakora is a quick and delicious deep-fried Indian snack made using paneer (Indian cottage cheese), gram flour, and some spices."
url711,https://www.mygingergarlickitchen.com/paneer-paratha/,13.2,3618,2790,0.233,0.233,2023-11-04T13:17:52,2023-11-04T13:17:52,2023-11-04T13:17:52,flour - paratha - filling - paneer - dough - making - add - green - parathas - chilies,Paneer Paratha - (Step-By-Step + Video Recipe),"Paneer Paratha is a popular Indian flatbread stuffed with a delightful mixture of paneer (Indian cottage cheese), onions, and spices."
url712,https://www.mygingergarlickitchen.com/paneer-pasanda/,17.5,4929,3701,0.195,0.195,2023-11-18T21:15:44,2023-11-18T21:15:44,2023-11-18T21:15:44,pasanda - sauce - dish - cream - recipe - gravy - indian - add - creamy - paneer,Paneer Pasanda (Step-By-Step + Video Recipe),"Paneer Pasanda is a popular and delicious Indian curry dish made with paneer and a rich, creamy sauce that is infused with spices."
url713,https://www.mygingergarlickitchen.com/paneer-pulao/,11.9,3298,2520,0.175,0.175,2023-11-25T17:17:29,2023-11-25T17:17:29,2023-11-25T17:17:29,masala - minutes - ghee - paneer - pulao - water - add - green - pan - rice,Paneer Pulao (Step-by-Step Recipe + Video),"Paneer pulao is a fragrant, healthy, delicious, and mildly spiced paneer rice prepared with paneer, basmati rice, herbs, and spices."
url714,https://www.mygingergarlickitchen.com/paneer-tikka-masala-recipe/,8.6,2972,1827,0.17,0.17,2023-11-27T23:03:12,2023-11-27T23:03:12,2023-11-27T23:03:12,masala - curry - mix - powder - sauce - recipe - tikka - gravy - add - paneer,Paneer Tikka Masala Recipe (Restaurant Style) | Paneer Tikka Gravy,"Paneer Tikka Masala Recipe (Restaurant Style Paneer Tikka Masala Curry) is a popular North Indian curry which is extremely delicious, saucy, and luscious."
url715,https://www.mygingergarlickitchen.com/pani-puri-recipe-gol-gappa-recipe-video/,10.6,3379,2253,0.205,0.205,2023-11-14T19:22:16,2023-11-14T19:22:16,2023-11-14T19:22:16,golgappa - powder - filling - added - spicy - tamarind - puri - recipe - pani - complete - water - add - salt,Pani Puri Recipe (With Step By Step Photos & Video) | Easy Golgappa,Puri or Golgappa is a Indian street food adored by everyone. Here crispy hollow puris are stuffed with various masalas and then dipped in flavorful water.
url716,https://www.mygingergarlickitchen.com/papaya-shake/,6.5,1761,1371,0.214,0.214,2023-11-11T01:29:32,2023-11-11T01:29:32,2023-11-11T01:29:32,rose - vanilla - nuts - ice - papaya - cream - syrup - add - shake - milk - smoothie,Papaya Shake Recipe (Delicious Papaya Smoothie With Ice Cream),"This super indulging, delicious, and rich papaya shake or papaya milkshake tastes like a drinkable dessert. A perfect treat for a hot day."
url717,https://www.mygingergarlickitchen.com/parsley-quality-never-goes-out-of-style-im-loving-it/,0.2,44,41,0.178,0.178,2023-11-24T20:30:18,2023-11-24T20:30:18,2023-11-24T20:30:18,share - loving - welcome - im - goes - food - tips - thats - styling - ya - style - tosread - thinking - recipes - quality - parsley,"Parsley, Quality Never Goes Out Of Style. I’m Loving It.","Parsley, Quality Never Goes Out Of Style. I’m Loving It."
