BOOK_SERIAL_NUMBER;BOOK_NAME;BOOK_URL;BOOK_TYPE
BOOK_SERIALNUM_769;पातंजलि योग का तत्त्व- दर्शन;<a target="_blank" href="http://literature.awgp.org/book/Patanjali_Yog_Ka_Tatvadarshan/v3.1">http://literature.awgp.org/book/Patanjali_Yog_Ka_Tatvadarshan/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Patanjali_Yog_Ka_Tatvadarshan/v3">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_770;पातंजलि योग का तत्वदर्शन;<a target="_blank" href="http://literature.awgp.org/book/Patanjali_Yog_Ka_Tatvadarshan/v1.1">http://literature.awgp.org/book/Patanjali_Yog_Ka_Tatvadarshan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Patanjali_Yog_Ka_Tatvadarshan/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_771;पात्रता विकसित करें भगवान को प्राप्त करें;<a target="_blank" href="http://literature.awgp.org/book/patrata_vikasit_karen_bhagavan_ko_prapt_karen/v1.1">http://literature.awgp.org/book/patrata_vikasit_karen_bhagavan_ko_prapt_karen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/patrata_vikasit_karen_bhagavan_ko_prapt_karen/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_772;पाना है तो देना सीखो;<a target="_blank" href="http://literature.awgp.org/book/pana_hai_to_dena_seekho/v1.1">http://literature.awgp.org/book/pana_hai_to_dena_seekho/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pana_hai_to_dena_seekho/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_773;पापनाशिनी गायत्री;<a target="_blank" href="http://literature.awgp.org/book/Pap_nashak_Gayatri/v2.1">http://literature.awgp.org/book/Pap_nashak_Gayatri/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Pap_nashak_Gayatri/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_774;पारिवारिक जीवन की समस्यायें;<a target="_blank" href="http://literature.awgp.org/book/parivarik_jeevan_kee_samasyayen/v1.1">http://literature.awgp.org/book/parivarik_jeevan_kee_samasyayen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/parivarik_jeevan_kee_samasyayen/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_775;पारिवारिक जीवन की समस्यायें;<a target="_blank" href="http://literature.awgp.org/book/parivarik_jeevan_kee_samasyayen/v2.1">http://literature.awgp.org/book/parivarik_jeevan_kee_samasyayen/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/parivarik_jeevan_kee_samasyayen/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_776;पितर हमारे अदृश्य सहायक;<a target="_blank" href="http://literature.awgp.org/book/pitar_hamare_adrishy_sahayak/v1.1">http://literature.awgp.org/book/pitar_hamare_adrishy_sahayak/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pitar_hamare_adrishy_sahayak/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_777;पितरों को श्रद्धा दें वे शक्ति देंगे;<a target="_blank" href="http://literature.awgp.org/book/pitaron_ko_shraddha_den_ve_shakti_denge/v2.1">http://literature.awgp.org/book/pitaron_ko_shraddha_den_ve_shakti_denge/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pitaron_ko_shraddha_den_ve_shakti_denge/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_778;पितरों को श्रद्धा दें वे शक्ति देंगे;<a target="_blank" href="http://literature.awgp.org/book/pitaron_ko_shraddha_den_ve_shakti_denge/v1.1">http://literature.awgp.org/book/pitaron_ko_shraddha_den_ve_shakti_denge/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pitaron_ko_shraddha_den_ve_shakti_denge/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_779;पुंसवन और नामकरण संस्कार पद्धति;<a target="_blank" href="http://literature.awgp.org/book/punsvan_or_namkarn_sanskaar_padhatti/v1.1">http://literature.awgp.org/book/punsvan_or_namkarn_sanskaar_padhatti/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/punsvan_or_namkarn_sanskaar_padhatti/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_780;पुनर्जन्म : एक ध्रुव सत्य;<a target="_blank" href="http://literature.awgp.org/book/Punarjanam_Ek_Dhruv_Satya/v2.1">http://literature.awgp.org/book/Punarjanam_Ek_Dhruv_Satya/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Punarjanam_Ek_Dhruv_Satya/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_781;पुनर्जन्म : एक ध्रुव सत्य;<a target="_blank" href="http://literature.awgp.org/book/Punarjanam_Ek_Dhruv_Satya/v1.1">http://literature.awgp.org/book/Punarjanam_Ek_Dhruv_Satya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Punarjanam_Ek_Dhruv_Satya/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_782;पुरुषार्थ—मनुष्य की सर्वोपरि सामर्थ्य;<a target="_blank" href="http://literature.awgp.org/book/purusharth__manushya_ki_sarvopari_samrthiya/v1.1">http://literature.awgp.org/book/purusharth__manushya_ki_sarvopari_samrthiya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/purusharth__manushya_ki_sarvopari_samrthiya/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_783;प्यार और सहकार भरे परिवार बसें;<a target="_blank" href="http://literature.awgp.org/book/pyar_aur_sahakar_bhare_parivar_basen/v1.1">http://literature.awgp.org/book/pyar_aur_sahakar_bhare_parivar_basen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pyar_aur_sahakar_bhare_parivar_basen/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_784;प्रकृति का अनुसरण;<a target="_blank" href="http://literature.awgp.org/book/Prakriti_Ka_Anusaran/v1.1">http://literature.awgp.org/book/Prakriti_Ka_Anusaran/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Prakriti_Ka_Anusaran/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_785;प्रकृति का अनुसरण;<a target="_blank" href="http://literature.awgp.org/book/Prakriti_Ka_Anusaran/v3.1">http://literature.awgp.org/book/Prakriti_Ka_Anusaran/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Prakriti_Ka_Anusaran/v3">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_786;प्रखर प्रतिभा की जननी इच्छा शक्ति;<a target="_blank" href="http://literature.awgp.org/book/Prakhar_Pratibha_Ki_JananiIchchashakti/v2.1">http://literature.awgp.org/book/Prakhar_Pratibha_Ki_JananiIchchashakti/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Prakhar_Pratibha_Ki_JananiIchchashakti/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_787;प्रखर प्रतिभा की जननी इच्छा शक्ति;<a target="_blank" href="http://literature.awgp.org/book/Prakhar_Pratibha_Ki_JananiIchchashakti/v1.1">http://literature.awgp.org/book/Prakhar_Pratibha_Ki_JananiIchchashakti/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Prakhar_Pratibha_Ki_JananiIchchashakti/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_788;प्रगति की प्रसन्नता की जड़े अपने ही भीतर;<a target="_blank" href="http://literature.awgp.org/book/Pragati_Ki_Prasannata_Ki_Jade_Apane_Hi_Bhitar/v1.1">http://literature.awgp.org/book/Pragati_Ki_Prasannata_Ki_Jade_Apane_Hi_Bhitar/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Pragati_Ki_Prasannata_Ki_Jade_Apane_Hi_Bhitar/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_789;प्रज्ञा अभियान का दर्शन स्वरूप और कार्यक्रम;<a target="_blank" href="http://literature.awgp.org/book/pragya_abhiyan_ka_darshan_swaroop_aur_karyakram/v1.1">http://literature.awgp.org/book/pragya_abhiyan_ka_darshan_swaroop_aur_karyakram/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_abhiyan_ka_darshan_swaroop_aur_karyakram/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_790;प्रज्ञा अभियान का योग व्यायाम;<a target="_blank" href="http://literature.awgp.org/book/Pragya_yog_for_Happy_Healthy_Life/v2.1">http://literature.awgp.org/book/Pragya_yog_for_Happy_Healthy_Life/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Pragya_yog_for_Happy_Healthy_Life/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_791;प्रज्ञा परिजनों में नव जीवन संचार;<a target="_blank" href="http://literature.awgp.org/book/Pragya_Parijano_Me_Nav_Jeevan_Sanchar/v1.1">http://literature.awgp.org/book/Pragya_Parijano_Me_Nav_Jeevan_Sanchar/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Pragya_Parijano_Me_Nav_Jeevan_Sanchar/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_792;प्रज्ञा पुत्रों को इतना तो करना ही है;<a target="_blank" href="http://literature.awgp.org/book/pragya_putro_ko_itna_hi_to_karna_hai/v1.1">http://literature.awgp.org/book/pragya_putro_ko_itna_hi_to_karna_hai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_putro_ko_itna_hi_to_karna_hai/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_793;प्रज्ञा पुराण  भाग-1;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v1.1">http://literature.awgp.org/book/pragya_puran/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_794;प्रज्ञा पुराण  भाग-2;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v2.1">http://literature.awgp.org/book/pragya_puran/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_795;प्रज्ञा पुराण भाग 3;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v3.1">http://literature.awgp.org/book/pragya_puran/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v3">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_796;प्रज्ञा पुराण भाग-1;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v5.1">http://literature.awgp.org/book/pragya_puran/v5.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v5">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_797;प्रज्ञा पुराण भाग-2;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v6.1">http://literature.awgp.org/book/pragya_puran/v6.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v6">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_798;प्रज्ञा पुराण भाग-3;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v7.1">http://literature.awgp.org/book/pragya_puran/v7.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v7">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_799;प्रज्ञा पुराण भाग-4;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v8.1">http://literature.awgp.org/book/pragya_puran/v8.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v8">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_800;प्रज्ञा पुराण भाग-4;<a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v4.1">http://literature.awgp.org/book/pragya_puran/v4.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_puran/v4">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_801;प्रज्ञायोग की सुगम साधना;<a target="_blank" href="http://literature.awgp.org/book/prajnayog_kee_sugam_sadhana/v2.1">http://literature.awgp.org/book/prajnayog_kee_sugam_sadhana/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnayog_kee_sugam_sadhana/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_802;प्रज्ञायोग की सुगम साधना;<a target="_blank" href="http://literature.awgp.org/book/prajnayog_kee_sugam_sadhana/v1.1">http://literature.awgp.org/book/prajnayog_kee_sugam_sadhana/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnayog_kee_sugam_sadhana/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_803;प्रज्ञावतार का कथामृत;<a target="_blank" href="http://literature.awgp.org/book/pragyavtar_ka_kathamrut/v1.1">http://literature.awgp.org/book/pragyavtar_ka_kathamrut/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragyavtar_ka_kathamrut/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_804;प्रज्ञावतार का स्वरूप एवं क्रिया-कलाप;<a target="_blank" href="http://literature.awgp.org/book/pragya_abhiyan_ka_darshan_swaroop_aur_karyakarm/v1.1">http://literature.awgp.org/book/pragya_abhiyan_ka_darshan_swaroop_aur_karyakarm/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragya_abhiyan_ka_darshan_swaroop_aur_karyakarm/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_805;प्रज्ञावतार का स्वरूप और क्रिया-कलाप;<a target="_blank" href="http://literature.awgp.org/book/pragyavtar_ka_swarup_aur/v1.1">http://literature.awgp.org/book/pragyavtar_ka_swarup_aur/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/pragyavtar_ka_swarup_aur/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_806;प्रज्ञावतार की विस्तार प्रक्रिया;<a target="_blank" href="http://literature.awgp.org/book/prajnavatar_kee_vistar_prakriya/v1.1">http://literature.awgp.org/book/prajnavatar_kee_vistar_prakriya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnavatar_kee_vistar_prakriya/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_807;प्रज्ञावतार की विस्तार प्रक्रिया;<a target="_blank" href="http://literature.awgp.org/book/Pragyavtar_Ki_Vistar_Prakriya/v2.1">http://literature.awgp.org/book/Pragyavtar_Ki_Vistar_Prakriya/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Pragyavtar_Ki_Vistar_Prakriya/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_808;प्रज्ञावतार की विस्तार प्रक्रिया;<a target="_blank" href="http://literature.awgp.org/book/Pragyavtar_Ki_Vistar_Prakriya/v1.1">http://literature.awgp.org/book/Pragyavtar_Ki_Vistar_Prakriya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Pragyavtar_Ki_Vistar_Prakriya/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_809;प्रज्ञावतार की सत्ता का आश्वासन;<a target="_blank" href="http://literature.awgp.org/book/prajnavatar_kee_satta_ka_aashvasan/v1.1">http://literature.awgp.org/book/prajnavatar_kee_satta_ka_aashvasan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnavatar_kee_satta_ka_aashvasan/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_810;प्रज्ञावतार हमारे गुरुदेव;<a target="_blank" href="http://literature.awgp.org/book/Revered_Gurudev/v1.1">http://literature.awgp.org/book/Revered_Gurudev/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Revered_Gurudev/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_811;प्रज्ञॊपनिषद्  खन्ड-1;<a target="_blank" href="http://literature.awgp.org/book/prajnopanishad/v1.1">http://literature.awgp.org/book/prajnopanishad/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnopanishad/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_812;प्रज्ञॊपनिषद् खन्ड-2;<a target="_blank" href="http://literature.awgp.org/book/prajnopanishad/v9.1">http://literature.awgp.org/book/prajnopanishad/v9.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnopanishad/v9">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_813;प्रज्ञॊपनिषद् खन्ड-3;<a target="_blank" href="http://literature.awgp.org/book/prajnopanishad/v7.1">http://literature.awgp.org/book/prajnopanishad/v7.1</a> // <a target="_blank" href="http://literature.awgp.org/book/prajnopanishad/v7">(Book_Home)</a>;Scan Book Version
